URL,Ingredients,Instructions
https://myfoodstory.com/paneer-naan-bombs/,"[' 1 Cup   Grated Paneer', ' 1 Medium    Boiled Potato Peeled and Mashed (Approximately ½ Cup Mashed Potato)', ' 1 Cup   Grated Mozzarella Cheese', ' 10-12   Mozzarella Cubes Approximately ½ Inch', ' 2 Tablespoons   Chopped Coriander', ' ¼ Teaspoon   Salt', ' 1 Teaspoon   Chaat Masala', ' 2 Teaspoons   Achaar Masala pickle masala', ' 1.5 Teaspoons   Roasted Kasuri Methi Powdered', ' 1 Tablespoon   Kalonji Nigella Seeds', ' 1 ¾ cups   All Purpose Flour  maida', ' ¼ cup   Whole Wheat Flour  aata', ' 1 tablespoon   Semolina  sooji', ' 1 teaspoon   Salt', ' 2 teaspoon   Sugar', ' ⅛ teaspoon   Baking Soda', ' ⅛ teaspoon   Baking Powder', ' ⅓ cup   Curd', ' ¼ cup   Milk may need an extra tablespoon or two', ' 2 tablespoons   Oil  divided', ' 3 Tablespoons   Melted Butter', ' 1-2   Green Chillies Minced', ' 1 Tablespoon   Finely Chopped Coriander', ' 1 Teaspoon   Grated Garlic']","['In a mixing bowl, combine the grated paneer, mashed potato, grated mozzarella, chopped coriander, salt, chaat masala, achaar masala, and roasted Kasuri Methi. Mix thoroughly to create a flavorful filling mixture. Set this aside.']"
https://myfoodstory.com/air-fryer-chicken-nuggets/,"[' 350 grams   Chicken Breasts skinless, boneless, at room temperature', ' 1.5 tablespoon   Italian Seasoning', ' 1 teaspoon   Paprika', ' 1 teaspoon   Salt', ' 1.5 tablespoon   Mayonnaise', ' 1 tablespoon   Lime Juice', ' ½ cup   Panko Breadcrumbs', ' 3 tablespoons   grated Parmesan', ' 2 tablespoons   melted Butter']","['Trim off any fat from the breasts. Slice the chicken into ½ inch slices and cut each slice into 1 inch cubes.', 'Marinate the chicken pieces in italian seasoning, paprika, salt, mayonnaise and lime juice. Mix well and set aside for 20-30 minutes.', 'In a bowl, mix together breadcrumbs and parmesan. Place the chicken pieces one at a time in the mixture and coat them well with the breadcrumbs, pressing down to ensure the breadcrumbs coat each piece properly. Keep them aside in a plate.', 'Place the coated chicken nuggets in the air fryer basket in a single layer, making sure to leave some gaps and not over crowd the basket. Air fry for 3 minutes at 190C. Brush with melted butter on both sides, flip the bottom side up and air fry again for 3 minutes till crispy. Serve them hot!']"
https://myfoodstory.com/cinnamon-roll-muffins-with-crunchy-streusel-top-recipe/,"[' 2 cups  (250 g) All Purpose Flour or Maida', ' 2 teaspoons   Baking Powder', ' ¼ teaspoon   Salt', ' ¼ cup  (50 g) Sugar', ' 1   Egg', ' 1 cup  (248 g) Milk', ' 1 tablespoon   Cream', ' ¼ cup  (60 g) Butter melted', ' 1 teaspoon   Vanilla Essence', ' 1 cup  (220 g) Brown Sugar', ' 3 teaspoons   Cinnamon Powder', ' ¼ cup  (56.75 g) Butter at room temperature', ' ¾ cup   Walnuts chopped', ' 2 tablespoons  (29.57 g) All Purpose Flour or Maida']","['Pre-heat oven to 200 degree celsius. This recipe makes 10 muffins so prepare your muffin tin by greasing it and lining it if using muffin cups.', 'Dry Ingredients: In a bowl mix together all the dry ingredients for muffins (flour, baking powder, salt and sugar).', 'Wet Ingredients: In another bowl whisk the egg and add milk, cream, butter and vanilla essence. Whisk together till everything is combined.', 'In another bowl, mix together brown sugar, cinnamon powder, butter and chopped walnuts for the filling.', ""Once all the three bowls are ready, add the wet ingredients to the dry ingredients and mix till just combined. It's okay if you see a few streaks of flour but don't over mix. Gently fold in half the filling mixture."", 'Fill each muffin cup to about ¾th with the batter.', 'Add flour to the remaining filling and mix till it resembles a crumb like mixture. Top (sprinkle) each muffin with a teaspoon or so of this mixture.', 'Bake for 15-20 minutes till a toothpick inserted in the center of the muffin comes out clean.', 'Once baked, remove the muffins and place them on a wire rack to cool slightly. Dust with powdered sugar and enjoy.']"
https://myfoodstory.com/mangalorean-ripe-mango-curry-recipe/,"[' 8 - 10   Mangoes Small, Ripe &Wild', ' 2 tablespoons   Oil', '   A sprig of Curry Leaves', ' ½ teaspoon   Turmeric Powder', ' 10 - 12   Peppercorns', ' 1 teaspoon   Fenugreek Seeds', ' 5   Chillies Whole Dried Red', ' ½ teaspoon   Mustard Seeds', ' 1 teaspoon   Coriander Seeds', ' 1 teaspoon   Cumin Seeds', ' 3 - 4 Cloves   Garlic', ' 1 inch   Ginger piece', ' 2   Onions medium , sliced', ' 2 tablespoons   Jaggery', ' 2 tablespoons   Tamarind Juice', ' 1 cup   Water', '   Salt  to taste']","['Peel the mangoes and set aside. Squeeze the mango skins and collect all the juice in another bowl.', 'In a pan, dry roast peppercorns, fenugreek seeds, red chillies, mustard seeds and cumin seeds till a sweet, nutty aroma releases. This should take 3-4 minutes. Be careful to roast the spices on a slow flame, so as not to burn the spices.', 'Grind together the roasted spices, garlic, ginger and onions with a bit of water till smooth.', 'Heat oil in a pan and add curry leaves. Once they start spluttering add the ground mixture along with turmeric. Saute this paste for 8-10 minutes till you start seeing drops of oil on the sides.', 'Add mangoes, juice from the skins, a cup of water, jaggery and salt. Bring this to a boil and simmer for 5-10 minutes till the gravy thickens slightly. Taste and add more tamarind or jaggery as required.', 'Serve hot with some steamed rice and a dollop of ghee.']"
https://myfoodstory.com/instant-pot-garlic-mashed-potatoes-recipe/,"[' 1 kg   Potatoes peeled and cut into even 1 inch pieces', ' 6   Garlic Cloves peeled and smashed', ' ⅔ cup   Water or Chicken Stock with no added salt', ' ¾ teaspoon   Salt', ' 3 tablespoons   Butter divided', ' ¼ cup   Sour Cream', ' ¼ cup   Cream Cheese', ' ¼ cup   Hot Milk', '   More butter and chopped chives for topping']","[""In an Instant Pot add potatoes, garlic, water, salt and one and a half tablespoons butter. Put the lid on, turn the valve to sealing and cook on manual high pressure for 8 minutes. (My Instant Pot took 10 minutes to come to pressure, so the total time taken was 18 minutes). Release pressure immediately by turning the knob to 'vent', and open the lid once the pressure is released."", 'Using a potato masher, mash the potatoes in the Instant Pot for really creamy potatoes. For fluffier mashed potatoes, you can drain the water and then mash the potatoes. Once the potatoes are mashed, mix in the remaining butter, sour cream and cream cheese. Mix well while the potatoes are still steaming hot. Taste and add more salt if required. Top with more butter and chives and serve.', ""Pour in ¼ cup hot milk. Don't worry if it looks like too much - the potatoes will just soak it up. Mix well again - taste and add more salt if required. Top with more butter and chives and serve."", 'This is an optional step - if you see lumps in your mashed potatoes, you can run them through a sieve for really smooth and creamy mashed potatoes']"
https://myfoodstory.com/proofing-bread-instant-pot/,"[' 2 cup   All Purpose Flour maida', ' ¾ cup   lukewarm Milk + extra for brushing', ' 2 tablespoon   Sugar', ' 1½ teaspoon   Active Dry Yeast', ' 2 tablespoon   Butter melted', ' ½ teaspoon   Salt', ' 1 tablespoon   Oil']","['In a large bowl of a stand mixer, combine together flour, sugar and yeast. Use the dough hook attachment and add all the milk and begin to knead the dough.', 'Knead the dough for 6-8 minutes, or for 8-10 minutes if kneading by hand. Ensure to knead the dough till it is soft and supple. When it is almost done, add the melted butter and salt, and knead for 1-2 minutes or until it has combined. Add a little flour, if necessary, while kneading. The dough will seem sticky at first but will change texture as you knead it.', 'Once done, shape the dough into a large ball. Lightly brush the dough with some oil.', 'Prep the Instant Pot for proofing the dough. Brush the base and sides of the inner pot with the remaining oil. Place the dough directly into the inner pot. Cover the Instant Pot with a glass lid or aluminium foil. Do not use the Instant Pot lid.', ""Turn ON the Instant Pot and select the YOGURT function on LOW and set ab external timer to 30 minutes (the timer on the IP won't beep when you use the yogurt function). Once your timer beeps, check to ensure that the dough has doubled in size and proved sufficiently. If it hasn't doubled, leave it for another 5 minutes. Press CANCEL and turn OFF the Instant Pot."", 'Remove the dough from the inner pot and shape into dinner rolls or burger buns. Place them on a greased and lined baking tray. Cover and allow to proof on the bench for 20 minutes further.', 'Preheat the oven to 180C.', 'Lightly brush the rolls with some milk. Sprinkle some sesame seeds if you like. Bake in a preheated oven for 20-25 minutes or until the tops are golden brown.']"
https://myfoodstory.com/masala-vada/,"[' 1 Cup   Chana Dal split chickpeas', ' 1 Teaspoon   Fennel Seeds saunf', ' 1 inch   Cinnamon', ' ¾ Teaspoon    Cumin Seeds', ' 2   whole Dry Red Chillies', ' 1   Onion finely chopped', ' ¼ Cup   packed Mint finely chopped', ' 2-3 Sprigs   Curry Leaves chopped', ' 1   Green Chilli finely chopped', ' 1 Teaspoon   Ginger Garlic Paste', ' ¼ Teaspoon   Turmeric', ' 1 ¼ Teaspoon   Salt', '   Oil for frying']","['Wash the chana dal with water 2-3 times till the water starts running clear. Transfer to a bowl and add enough water to fully submerge the chana dal. Soak it for 1 hour 30 minutes, and no longer than that. Once soaked, drain all of the water. Remember to drain as much as possible as excess water will lead to a soggy mix.', ""Add all the ingredients mentioned under 'dry masala' in the chutney jar of the mixer. Grind till it becomes a coarse powder. Transfer the masala mix to a bowl and keep aside."", 'Add half of the soaked and drained chana dal to the same chutney jar. There is no need to clean the jar. Grind till is becomes a coarse mix, do not grind too much as it will become too loose to make vadas. Its okay if you see a few pieces of whole chana dal. Remove the first batch and transfer to the mixing bowl and repeat the same with the remaining half of the chana dal. Once done, transfer to the mixing bowl.', 'Add mint, curry leaves, onions, green chilli, ginger garlic paste, turmeric powder, salt and the dry masala to the mixing bowl. Use your hands to mix and make sure it is well combined. Shape them into golf ball sized round balls and then flatten them using your palms to make a vada. Remember to tightly shape them so they do not fall apart while frying. Keep aside.', 'Use a kadai or a heavy bottomed pan for frying. Pour in about 1.5 inches of oil and allow it to heat up. Add a small piece of the vada mixture to the pan to check if the oil is hot enough. The vada should float to the top; if it sinks that means the oil is not hot enough. If it browns too quickly, it means the oil is too hot. The vada needs to cook on a low flame so the inside gets cooked evenly without the outside browning too much too soon.', 'Once the oil is hot, add as many vadas as possible in a single layer. Do not move or turn the vada for 2-3 minutes after adding as they tend to disintegrate. Do not crowd the pan, fry only a few at a time.', 'Fry the vadas for 10-12 minutes on a low flame. Use a skimmer to turn them halfway through so they brown evenly on both sides. Remove from pan and place over a kitchen tissue or in a colander to drain the excess oil. Serve hot.']"
https://myfoodstory.com/15-minute-mushroom-spaghetti-aglio-olio-recipe/,"[' 250 grams   Spaghetti', ' ⅓ cup   Olive oil divided', ' 200 grams   Button Mushrooms cleaned and cut in half', ' 100 grams   Oyster Mushrooms', ' 7-8 cloves   Garlic finely chopped', ' 1 teaspoon   Chilli Flakes', ' 1 ½ teaspoons   chopped Parsley', ' 2 - 3 tablespoons   Parmesan grated', '   Salt  to taste']","['Boil spaghetti in salted water as per package instructions until al dente. Reserve a cup of pasta water before you drain the pasta.', 'While the spaghetti is boiling, heat a tablespoon of olive oil in a pan and add mushrooms. Saute on medium high heat for a few minutes till golden brown on all sides.', 'In the same pan, add the remaining olive oil and garlic. On a low heat, cook the garlic for a few minutes till a light golden brown. Add chilli flakes and the reserved pasta water, half teaspoon salt and let this cook and reduce till the sauce emulsifies (about 2-3 minutes).', 'Add the cooked spaghetti, mushrooms, parsley and toss well till the sauce coats the pasta. Top with grated parmesan and serve']"
https://myfoodstory.com/sprouts-cutlet/,"[' 1 cup   Mixed Sprouts boiled for 3-4 minutes and drained', ' 1   large Grated Potato', ' ¼ cup   Chopped Onion', ' ¼ cup   Grated Zucchini squeeze out excess water', ' ¼ cup   Grated Carrot', ' ¼ cup   Chopped Capsicum', ' ¼ cup   Grated Beetroot', ' ¼ cup   Chopped Coriander', ' ¾ cup   Breadcrumbs', ' 1 teaspoon   Salt', ' ¼ teaspoon   Turmeric', ' ¼ teaspoon   Coriander Powder', ' 1 teaspoon   Jeera Powder', ' 1.5 teaspoons   Chaat Masala', '   Oil for Frying']","['Take the boiled sprouts and grind them in a mixer without adding any water. Aim for a coarse mixture.', 'In a mixing bowl, combine the ground sprouts, grated potato, chopped onion, grated zucchini, grated carrot, chopped capsicum, grated beetroot, chopped coriander, breadcrumbs, salt, turmeric, coriander powder, jeera powder, and chaat masala. Mix thoroughly.', 'Shape the mixture into oblong patties, yielding around 10-12 cutlets.', 'Heat oil in a kadhai. Fry the cutlets on medium-high flame until they turn crispy and golden brown on the outside. Serve hot along with ketchup or coriander chutney!']"
https://myfoodstory.com/cakey-red-velvet-cream-cheese-crinkle-cookies-recipe/,"[' 3 cups  (375 g) All-Purpose Flour', ' ¼ cup  (32 g) Cocoa', ' 2 teaspoons   Baking powder', ' ¼ teaspoon   Baking soda', ' ¾ teaspoon   Salt See Note 1', ' ½ cup  (113.5 g) Unsalted Butter melted', ' ⅓ cup  (75 g) Cream Cheese softened', ' 1 ¼ cup  (250 g) Granulated Sugar', ' 3   Large Eggs', ' 1 tablespoon   Milk', ' 2 teaspoons   Vanilla Extract', ' 2 teaspoons   Lemon Juice', ' 1 ½ tablespoon   Red Food Colour', ' 1 cup  (255 g) Powdered Sugar or Icing Sugar']","['In a bowl mix together flour, cocoa powder, baking powder, baking soda, salt and set aside.', 'Use a stand mixer or hand mixer to beat together butter, cream cheese and sugar\xa0in another bowl\xa0till light and fluffy. Add eggs one at time, beating till combined. Add milk, vanilla extract, lemon juice and red food colour and mix.', 'Add the dry ingredients to the wet ingredients and beat on very low speed till just combined. Cover the dough and refrigerate for at least 2 hours.', 'Pre-heat: Pre-heat\xa0oven to 350F/175C.', ""Fill a plate or wide bowl with powdered sugar or icing sugar. Use a small ice cream scooper to scoop out balls of dough the size of limes and roll them with your hands in the powdered sugar till they are covered. Don't worry if there is extra sugar in a few places. Work quickly because the dough soaks in sugar quite quickly."", 'Bake: Place them on a silicon mat lined cookie sheet and bake for 12-13 minutes. Let them cool for a few minutes before transferring them to a wire rack to cool completely.']"
https://myfoodstory.com/orange-buttermilk-pound-cake-recipe/,"[' 200 g  (1.5 cups) All-Purpose Flour', ' 1 teaspoon   Baking Powder', ' ¼ teaspoon   Salt', ' 113 g  (0.5 cups) Unsalted Butter', ' 160 g  (0.75 cups) Sugar', ' 1 teaspoon   Orange Zest', ' 2   large Eggs at room temperature', ' ½ cup   Buttermilk', ' ¼ cup  (62 g) Orange Juice freshly squeezed']","[""Pre-heat oven to 175 degree celcius. Grease and line a 8.5 inch x 4.5 inch loaf pan with parchment paper so that the paper hangs down the sides. This makes it much easier to lift the cake out once it's baked."", 'Whisk together flour, baking powder and salt in a bowl and keep aside.', 'In another bowl, beat butter, sugar and orange zest till light and fluffy. Beat in the eggs one at a time until combined.', 'Add half the flour mixture and mix till just combined. Add the buttermilk and orange juice and give it another stir. Add the rest of the flour to the mixture until just combined.', 'Pour the mixture into the prepared baking pan and bake for 55-60 mins until a toothpick inserted into the center comes out clean.', 'Once baked, let it cool in the pan for 15 minutes before removing it and placing it on a wire rack to cool further.', 'Sprinkle with icing sugar, and serve with freshly sliced oranges.']"
https://myfoodstory.com/easy-kesar-pedas-recipe/,"[' 300 grams   Khoya', ' 4 tablespoons   Sugar', ' 15   Strands kesar or saffron', ' 2 tablespoons   Milk', ' ¼ teaspoon   Cardamom powdered', ' 1 tablespoon   Pista sliced', ' ½ teaspoon   Ghee optional']","['To begin making the Kesar Peda Recipe, gently warm the milk without boiling it and soak the saffron in it. Keep this aside for 10 minutes.', 'In a pan or kadai, add crumbled khoya and sugar. Cook this on a low heat for 4-5 minutes stirring continuously until the sugar is completely dissolved. The khoya will first liquify and then thicken again. Be careful not to burn the khoya.', 'Once the khoya has thickened, add saffron milk and powdered cardamom to it. Cook for a few more minutes till the khoya thickens up considerably and resembles a sticky dough like consistency.', 'At this stage, turn off the heat and allow the peda mixture to cool.', 'Once the mixture is cool enough to touch, knead it lightly to get rid of any lumps so you have a smooth mixture. You can add a little ghee at this stage to give it a good shine.', 'Roll the kesar peda mixture into a log and cut 12 equal pieces.', 'Roll each of peda portions into small balls, make a small dent in the center and add the pista slices. Once shaped the Kesar Peda is ready to be served.', 'Refrigerate the Kesar Peda later or serve them immediately.']"
https://myfoodstory.com/mumbai-ladi-pav/,"[' 200 Millilitres    Milk lukewarm (38C - 42C)', ' 2 ½ Teaspoons   Active Dry Yeast', ' 1 Tablespoon   Sugar', ' 250 Grams   All Purpose Flour', ' 2 Tablespoons   Milk Powder', ' 20 Grams   Butter softened', ' 1 Teaspoon   Salt', ' 1-2 Teaspoons   Oil', ' 3 Tablespoons   Milk for brushing', ' 30 Grams   Butter softened, for brushing']","['Add milk, sugar and yeast to a bowl and mix well. Allow to sit for 10 minutes or until frothy. You should be able to see some bubbling activity at the top surface. If this does not happen then do not continue with the recipe as it means that the yeast is not alive. The bread dough will not rise in this case.', 'Add flour and milk powder to a mixing bowl. Make a well in the middle and add the milk yeast mixture. Once combined, transfer the dough to the counter and knead for 5-10 minutes or until the dough comes together as shown in the video.', 'The kneading process will be sticky initially but the dough will come together. Add butter and salt and continue kneading for a few more minutes.', 'When the dough has almost come together, rub about a teaspoon of oil between your palms and shape the dough into a ball.', 'Transfer this into a large mixing bowl greased with the remaining oil. Also grease the dough with some oil as shown in the video. Cover and allow the dough to proof for an hour.', 'Divide the dough into 12 portions of about 45 grams each. Shape them into small balls and place them in a pan greased with butter. Ensure that there is space between the dough balls.', 'Cover with a wet cloth and allow to proof for an hour.', 'Lightly brush the pav buns with milk. Bake in a preheated oven at 180C for 30-35 mins', 'Remove from the oven once done and brush with melted butter. Cover again with a wet cloth for 5 minutes. Remove from the pan once cool and serve hot and toasted with bhaji.']"
https://myfoodstory.com/chinese-potli-samosa-wontons/,"['   Oil for Frying', ' 1 cup   All Purpose Flour or Maida', ' 2 tablespoons   Ghee', ' ½ teaspoon   Salt', ' ⅓ Cup   Water - as required', '   Noodles 1 cup, cooked', ' 1 tablespoon   Vegetable Oil', ' 4 Cloves   Garlic finely chopped', '   Carrots ½ cup, sliced', '   Mushrooms ½ cup, sliced', '   Capsicum ¼ cup, sliced', ' ½ teaspoon   Sriracha Sauce or any other Chilli Sauce', '   Soy Sauce 1 teaspoon', '   Honey 1 teaspoon', '   Vinegar 1 teaspoon', '   Salt to taste']","['Combine together flour, oil and salt and use your fingers to make a breadcrumb like crumble mixture. Start adding water little by little and knead together till you get a smooth but supple dough. Cover and let it rest for 15 minutes.', 'While the dough is resting, make the noodle filling. Heat oil in a pan and saute garlic for a minute. On high flame add carrots and mushrooms and stir fry for 2 minutes. Add the capsicum and cook for another minute. Whisk together all the sauces and add to the pan, along with noodles and salt. Stir fry on high heat for another minute or two and switch off the flame.', 'To make the wontons, divide the dough into 8 parts. Roll out each dough into a circle about 2 ½ inches in diameter. Place a tablespoon or so of the filling in the center, and bring the edges together till they are shaped like a potli bag. Repeat till all the wontons are made.', 'Heat oil in a large pan or kadhai, and fry the wontons on medium high heat till golden brown from outside, and cooked inside. If your pan is not large enough, fry the wonton in two batches. Serve hot with some schezwan sauce.']"
https://myfoodstory.com/air-fryer-mushroom-chilli/,"[' 400 grams   button mushrooms cut into half (2 packets)', ' 3 tablespoons   cornflour/cornstarch', ' 3 tablespoons   all purpose flour maida', ' ¼ teaspoon   salt', ' ¼ teaspoon   pepper', ' 2-3 tablespoons   water', '   Oil for deep frying if deep frying', ' 2 teaspoons   dark soy sauce + 2 teaspoons light soy sauce OR 3 teaspoon ching’s secret soya sauce', ' 2 teaspoons   ketchup', ' 1½ teaspoon   synthetic white vinegar', ' 1 teaspoon   pepper', ' ¾ teaspoon   salt', ' ½ teaspoon   cornflour / cornstarch', ' ½ cup   water + 2-3 tablespoons if required for gravy, use 1 cup water', ' 3 tablespoon   vegetable oil see note 4 - any neutral flavoured oil like canola, rice bran or sunflower', ' 3-4   green chillies slit lengthwise', ' 1 tablespoon   finely chopped garlic', ' ½ tablespoon   finely chopped ginger', ' 1   medium onion cut into 1 inch squares, approx ½ cup', ' 1   medium green capsicum cut into 1 inch squares, approx ½ cup', ' ¼ cup   chopped spring onion greens for garnish (can be substituted with fresh coriander)']","['Prep - Preheat the air fryer or oil (if deep frying). Also whisk together all the ingredients under sauce and set aside.2 teaspoons dark soy sauce + 2 teaspoons light soy sauce OR 3 teaspoon ching’s secret soya sauce, 2 teaspoons ketchup, 1½ teaspoon synthetic white vinegar, 1 teaspoon pepper, ¾ teaspoon salt, ½ teaspoon cornflour / cornstarch, ½ cup water + 2-3 tablespoons if required', 'Dry Coat Mushrooms - Rinse and pat dry all mushrooms and cut them into halves. Take cornflour, all purpose flour, salt and pepper in a bowl and mix. Add halved mushrooms and toss to coat. Add water one tablespoon at a time and toss just to get the coating to stick to mushrooms.400 grams button mushrooms, 3 tablespoons cornflour/cornstarch, 3 tablespoons all purpose flour, ¼ teaspoon salt, ¼ teaspoon pepper']"
https://myfoodstory.com/thai-shrimp-cakes-recipe/,"[' ¾ cup   Onions finely chopped', ' ¾ cup   Celery finely chopped', ' 500 g    Shrimp or Prawns', ' 1   Egg', ' 1 tablespoon   Garlic finely chopped', ' 2   Thai Chillies finely chopped', ' 1 tablespoon   Fish Sauce', ' ½ cup   Rice Flour', ' ½ cup    Cilantro / Coriander roughly chopped', '   Salt  to taste', ' 3-4 tablespoons   Oil']","['In a food processor, add onions, celery, shrimp, egg, garlic, thai chillies, fish sauce, rice flour, cilantro (I forgot to add this in the video but this adds a ton of flavor) and salt. Blend till mixed well but still slightly chunky.', 'Heat oil in a skillet, and using an ice cream scooper, scoop the mixture on the pan. Use the back of a spatula to flatten it into cakes or cutlets. Cook on each side for 5-6 minutes, and take the shrimp cakes out on a tissue lined plate. Repeat till all the mixture is used. Serve hot with Thai sweet chilli sauce.']"
https://myfoodstory.com/rose-and-honey-flavored-oats-recipe/,"[' 2 cups   Milk', ' 2 teaspoons   Rose petals Dried', ' 3   Cardamom pods  crushed ,', ' 1 cup   Oats Instant Quaker', ' 2 - 3 teaspoons   Honey']","['Add rose petals and cardamom pods to milk and slowly bring to a simmer. Avoid bringing to a boil quickly so that the flavors permeate the milk. I used 2% skim milk, but feel free to use any kind.', 'Strain the milk and discard the rose petals and cardamom pods. In the same vessel, add oats, honey and the milk and cook for 3-4 minutes, adjusting its consistency to suit you. Add more milk to thin the porridge if you like. ¼-1/2 cup will not alter the taste.', 'Enjoy while its warm.']"
https://myfoodstory.com/medu-vada/,"[' 1 Cup   Urad Dal dehusked urad dal', ' 5-6 Tablespoons   Water', ' ¾ Teaspoon   Salt', ' ½ Teaspoon   Hing asafoetida', ' 2 Tablespoons   Rice Flour', ' 1 Teaspoon   Jeera cumin seeds', ' 1 Teaspoon   crushed Black Pepper', ' 1 Tablespoon   chopped Coriander']","['Wash and soak urad dal overnight.', 'Place the urad dal in a sieve to drain all the water', ""Add it to a mixer grinder, add a tablespoon of water at a time (I used between 4-6 tablespoon water), and grind it to a smooth paste. You may need a little less or a little more water, but try to use as little water as possible. This entire process can take up to 6-8 minutes. It's important to keep mixing it with a spatula and grinding."", 'Mix salt and hing in the ground urad dal and set it aside for ten minutes. The hing acts as baking soda and helps make the batter lighter.', 'Place the oil in a kadhai for heating while you whisk the batter', ""Use a hand whisk to whisk the ground urad dal until it's light and fluffy - approximately 5 minutes. You’ll feel the batter becoming airy and fluffier and also getting lighter in colour from a yellow to pale white."", 'Once the batter is whisked, mix in rice flour, jeers, crushed peppercorns and coriander. Add another teaspoon of water if required. Whisk again for a minute or two', 'To make vadas, dip both your hands in water. Take a lime-sized amount of batter in your dominant hand (in my case, my right hand) and place it on the palm of the subservient hand (in my case, my left hand). Using the fingers of the dominant hand, form it into a circle and then make a hole in the centre. Dip the dominant hand in the water again, and place the formed vada on the fingertips of the dominant hand.', ""Gently drop the vada in hot oil by turning the hand over the kadhai (close to the oil so the vada doesn't splash into it) and moving the fingers slightly so the vada slides into the oil."", 'You should see it start to puff up slightly. Cook it on a medium flame for 2-3 minutes till golden brown on both sides.', 'Repeat till all the vadas are fried. Serve hot with piping hot sambar and chutney.']"
https://myfoodstory.com/chilli-paneer/,"[' 200 grams   Paneer cut into cubes', ' 2 tablespoons   Cornflour', ' 1 teaspoon   Kashmiri Chilli Powder', ' ½ teaspoon   Salt', '   A splash of water', '   Oil for Frying approx half cup', ' 1 tablespoon   Soy Sauce', ' 2 teaspoons   Red Chilli Sauce', ' 1 tablespoon   Ketchup', ' ¼ teaspoon   Kashmiri Chilli Powder or paprika', ' ½ teaspoon   Vinegar', ' ¼ teaspoon   Salt', ' ½ teaspoon   Cornflour', ' ½ cup   Water', ' 2 teaspoons   chopped Ginger', ' 2 teaspoons   chopped Garlic', ' 2-3   Green Chillies slit lengthwise', ' 2   Onions cubed', ' 1   Capsicum cubed', ' 1 tablespoons   chopped Spring Onions']","['Add cornflour, kashmiri chilli powder, salt to a bowl and give it a whisk. Add the paneer cubes and toss to coat. Sprinkle a little water just to get the coating to stick to the paneer. Toss and set aside.', 'Heat oil in a wok or pan and add the paneer piece by piece to prevent them from sticking to each other. Fry them on high heat for 2-3 minutes, turning once or twice till they are golden brown. Take them out on a plate and set aside.', 'Whisk together all the ingredients under sauce and set aside.', 'Remove any excess oil from the wok, leaving behind 1.5 tablespoon oil. Once the oil is hot, add ginger, garlic and green chillies. Saute for a minute or two and add onions and capsicum.', 'Stir fry for 2-3 minutes on high heat and add the paneer cubes. Toss the paneer with the aromatics for a minute.', 'Give the sauce a whisk and add it to the wok. Toss together on high heat for 2 minutes till the cornflour is cooked and the sauce takes on a thick, glossy finish and coats the paneer pieces. Add a little water if you want a little more sauce. Sprinkle with chopped spring onions and serve hot.']"
https://myfoodstory.com/eggless-mango-cake-recipe/,"[' ⅓ cup  (75 g) Coconut Oil  (See note 1)', ' ¾ cup  (150 g) Granulated Sugar', ' ½ cup  (120 g) Coconut Milk  or any other Milk (See Note 2)', ' 2 teaspoons   Vinegar', ' 1 cup  (250 g) Mango  Pulp (approx two mangoes)', ' 1 ½ cups  (187.5 g) All Purpose Flour', ' 1 tablespoon   Cornstarch', ' 1 teaspoon   Baking Powder', ' ¾ teaspoon   Baking Soda', ' ¼ teaspoon   Salt', ' 1 cup  (120 g) Whipped Cream', ' ½   Mango fresh', ' 2 tablespoons   Coconut toasted']","['Pre-heat oven to 350F/ 170C.', 'Butter and line a 8 inch round cake tin and set aside.', 'Whisk together sugar, oil, coconut milk and vinegar for 2-3 minutes till the sugar has dissolved to a large extent. Add mango pulp and whisk again till combined.', ""Sift four, cornstarch, baking powder, baking soda and salt into the bowl and whisk again till mixed. Don't overmix. Just whisk enough till you can't see any dry flour.K"", 'Pour the batter into the prepared tin and bake for 40-50 minutes. The cake is baked when a toothpick inserted into the center comes out clean.', ""Let the cake cool for 15 minutes before inverting it. If you'd like to top it with cream, let the cake cool completely before topping it with whipped cream, fresh mangoes and toasted coconut.""]"
